filepath,label
data/train\happy\Training_11767725.jpg,happy
data/train\happy\Training_11777303.jpg,happy
data/train\happy\Training_11779317.jpg,happy
data/train\happy\Training_11793477.jpg,happy
data/train\happy\Training_11794387.jpg,happy
data/train\happy\Training_11798515.jpg,happy
data/train\happy\Training_11804569.jpg,happy
data/train\happy\Training_11819129.jpg,happy
data/train\happy\Training_11826511.jpg,happy
data/train\happy\Training_11865150.jpg,happy
data/train\happy\Training_11869640.jpg,happy
data/train\happy\Training_11887844.jpg,happy
data/train\happy\Training_11937472.jpg,happy
data/train\happy\Training_1193951.jpg,happy
data/train\happy\Training_1195432.jpg,happy
data/train\happy\Training_1196542.jpg,happy
data/train\happy\Training_11977629.jpg,happy
data/train\happy\Training_11986560.jpg,happy
data/train\happy\Training_12004750.jpg,happy
data/train\happy\Training_1201837.jpg,happy
data/train\happy\Training_12021702.jpg,happy
data/train\happy\Training_12040648.jpg,happy
data/train\happy\Training_12040779.jpg,happy
data/train\happy\Training_12042743.jpg,happy
data/train\happy\Training_12050002.jpg,happy
data/train\happy\Training_1206.jpg,happy
data/train\happy\Training_12072300.jpg,happy
data/train\happy\Training_12075476.jpg,happy
data/train\happy\Training_12076129.jpg,happy
data/train\happy\Training_12076274.jpg,happy
data/train\happy\Training_12080570.jpg,happy
data/train\happy\Training_12082059.jpg,happy
data/train\happy\Training_12084354.jpg,happy
data/train\happy\Training_12095943.jpg,happy
data/train\happy\Training_12109296.jpg,happy
data/train\happy\Training_12129551.jpg,happy
data/train\happy\Training_12140341.jpg,happy
data/train\happy\Training_1214649.jpg,happy
data/train\happy\Training_12147206.jpg,happy
data/train\happy\Training_12167063.jpg,happy
data/train\happy\Training_12198049.jpg,happy
data/train\happy\Training_12198698.jpg,happy
data/train\happy\Training_12213124.jpg,happy
data/train\happy\Training_1221706.jpg,happy
data/train\happy\Training_12219882.jpg,happy
data/train\happy\Training_1227261.jpg,happy
data/train\happy\Training_12291091.jpg,happy
data/train\happy\Training_12296994.jpg,happy
data/train\happy\Training_12302906.jpg,happy
data/train\happy\Training_123362.jpg,happy
data/train\happy\Training_12336656.jpg,happy
data/train\happy\Training_12347448.jpg,happy
data/train\happy\Training_12353100.jpg,happy
data/train\happy\Training_12375272.jpg,happy
data/train\happy\Training_12408131.jpg,happy
data/train\happy\Training_12450130.jpg,happy
data/train\happy\Training_12451187.jpg,happy
data/train\happy\Training_12484695.jpg,happy
data/train\happy\Training_12514490.jpg,happy
data/train\happy\Training_12546313.jpg,happy
data/train\happy\Training_12558365.jpg,happy
data/train\happy\Training_12564330.jpg,happy
data/train\happy\Training_12564595.jpg,happy
data/train\happy\Training_12580224.jpg,happy
data/train\happy\Training_12602800.jpg,happy
data/train\happy\Training_12625147.jpg,happy
data/train\happy\Training_12630394.jpg,happy
data/train\happy\Training_12632373.jpg,happy
data/train\happy\Training_12651558.jpg,happy
data/train\happy\Training_12661878.jpg,happy
data/train\happy\Training_12662198.jpg,happy
data/train\happy\Training_12666993.jpg,happy
data/train\happy\Training_12667569.jpg,happy
data/train\happy\Training_12673371.jpg,happy
data/train\happy\Training_12694430.jpg,happy
data/train\happy\Training_1269926.jpg,happy
data/train\happy\Training_12711586.jpg,happy
data/train\happy\Training_12713631.jpg,happy
data/train\happy\Training_12716701.jpg,happy
data/train\happy\Training_12719875.jpg,happy
data/train\happy\Training_12725663.jpg,happy
data/train\happy\Training_12725885.jpg,happy
data/train\happy\Training_12741453.jpg,happy
data/train\happy\Training_1278231.jpg,happy
data/train\happy\Training_127944.jpg,happy
data/train\happy\Training_12797817.jpg,happy
data/train\happy\Training_12807736.jpg,happy
data/train\happy\Training_12809933.jpg,happy
data/train\happy\Training_12818176.jpg,happy
data/train\happy\Training_12831106.jpg,happy
data/train\happy\Training_12843554.jpg,happy
data/train\happy\Training_12858675.jpg,happy
data/train\happy\Training_12870214.jpg,happy
data/train\happy\Training_12885006.jpg,happy
data/train\happy\Training_12893339.jpg,happy
data/train\happy\Training_12911440.jpg,happy
data/train\happy\Training_12918469.jpg,happy
data/train\happy\Training_12924369.jpg,happy
data/train\happy\Training_12925472.jpg,happy
data/train\happy\Training_12944800.jpg,happy
data/train\happy\Training_12978551.jpg,happy
data/train\happy\Training_12980224.jpg,happy
data/train\happy\Training_12998040.jpg,happy
data/train\happy\Training_13007495.jpg,happy
data/train\happy\Training_13023403.jpg,happy
data/train\happy\Training_13032839.jpg,happy
data/train\happy\Training_13038967.jpg,happy
data/train\happy\Training_13043044.jpg,happy
data/train\happy\Training_1304413.jpg,happy
data/train\happy\Training_13058813.jpg,happy
data/train\happy\Training_13063633.jpg,happy
data/train\happy\Training_13072904.jpg,happy
data/train\happy\Training_13083911.jpg,happy
data/train\happy\Training_13107292.jpg,happy
data/train\happy\Training_13124370.jpg,happy
data/train\happy\Training_13131765.jpg,happy
data/train\happy\Training_1314754.jpg,happy
data/train\happy\Training_13148024.jpg,happy
data/train\happy\Training_13164874.jpg,happy
data/train\happy\Training_13177515.jpg,happy
data/train\happy\Training_1318112.jpg,happy
data/train\happy\Training_13213919.jpg,happy
data/train\happy\Training_13235036.jpg,happy
data/train\happy\Training_13247994.jpg,happy
data/train\happy\Training_13285314.jpg,happy
data/train\happy\Training_13287034.jpg,happy
data/train\happy\Training_1329072.jpg,happy
data/train\happy\Training_13299361.jpg,happy
data/train\happy\Training_13325424.jpg,happy
data/train\happy\Training_13325898.jpg,happy
data/train\happy\Training_13327689.jpg,happy
data/train\happy\Training_13352194.jpg,happy
data/train\happy\Training_13359948.jpg,happy
data/train\happy\Training_13362966.jpg,happy
data/train\happy\Training_1338751.jpg,happy
data/train\happy\Training_13389087.jpg,happy
data/train\happy\Training_13389561.jpg,happy
data/train\happy\Training_13408862.jpg,happy
data/train\happy\Training_13444081.jpg,happy
data/train\happy\Training_13465224.jpg,happy
data/train\happy\Training_13472093.jpg,happy
data/train\happy\Training_13475197.jpg,happy
data/train\happy\Training_13514662.jpg,happy
data/train\happy\Training_13533383.jpg,happy
data/train\happy\Training_13542808.jpg,happy
data/train\happy\Training_13549997.jpg,happy
data/train\happy\Training_1356296.jpg,happy
data/train\happy\Training_13563427.jpg,happy
data/train\happy\Training_13585302.jpg,happy
data/train\happy\Training_13586152.jpg,happy
data/train\happy\Training_13587482.jpg,happy
data/train\happy\Training_13589445.jpg,happy
data/train\happy\Training_13593666.jpg,happy
data/train\happy\Training_1359924.jpg,happy
data/train\happy\Training_13600674.jpg,happy
data/train\happy\Training_13605151.jpg,happy
data/train\happy\Training_13613026.jpg,happy
data/train\happy\Training_13642578.jpg,happy
data/train\happy\Training_1364426.jpg,happy
data/train\happy\Training_13653982.jpg,happy
data/train\happy\Training_13658842.jpg,happy
data/train\happy\Training_13681608.jpg,happy
data/train\happy\Training_13701480.jpg,happy
data/train\happy\Training_13738881.jpg,happy
data/train\happy\Training_13743933.jpg,happy
data/train\happy\Training_13756349.jpg,happy
data/train\happy\Training_13758910.jpg,happy
data/train\happy\Training_13766393.jpg,happy
data/train\happy\Training_13767233.jpg,happy
data/train\happy\Training_13786156.jpg,happy
data/train\happy\Training_13786819.jpg,happy
data/train\happy\Training_13790971.jpg,happy
data/train\happy\Training_13826028.jpg,happy
data/train\happy\Training_1383157.jpg,happy
data/train\happy\Training_13850969.jpg,happy
data/train\happy\Training_13861511.jpg,happy
data/train\happy\Training_13862298.jpg,happy
data/train\happy\Training_13863170.jpg,happy
data/train\happy\Training_13867633.jpg,happy
data/train\happy\Training_13879752.jpg,happy
data/train\happy\Training_1389208.jpg,happy
data/train\happy\Training_13908092.jpg,happy
data/train\happy\Training_13938543.jpg,happy
data/train\happy\Training_13949424.jpg,happy
data/train\happy\Training_13969968.jpg,happy
data/train\happy\Training_13981843.jpg,happy
data/train\happy\Training_13983518.jpg,happy
data/train\happy\Training_13990170.jpg,happy
data/train\happy\Training_13991207.jpg,happy
data/train\happy\Training_14014869.jpg,happy
data/train\happy\Training_14024159.jpg,happy
data/train\happy\Training_14055205.jpg,happy
data/train\happy\Training_14058749.jpg,happy
data/train\happy\Training_14068537.jpg,happy
data/train\happy\Training_14078248.jpg,happy
data/train\happy\Training_14093538.jpg,happy
data/train\happy\Training_1409503.jpg,happy
data/train\happy\Training_14104691.jpg,happy
data/train\happy\Training_14108162.jpg,happy
data/train\happy\Training_14141037.jpg,happy
data/train\happy\Training_14146353.jpg,happy
data/train\happy\Training_14166507.jpg,happy
data/train\happy\Training_14182170.jpg,happy
data/train\happy\Training_14254799.jpg,happy
data/train\happy\Training_14289247.jpg,happy
data/train\happy\Training_14327347.jpg,happy
data/train\happy\Training_14330963.jpg,happy
data/train\happy\Training_14337129.jpg,happy
data/train\happy\Training_14339224.jpg,happy
data/train\happy\Training_1433924.jpg,happy
data/train\happy\Training_143503.jpg,happy
data/train\happy\Training_14377636.jpg,happy
data/train\happy\Training_14400367.jpg,happy
data/train\happy\Training_14403347.jpg,happy
data/train\happy\Training_14426728.jpg,happy
data/train\happy\Training_14432327.jpg,happy
data/train\happy\Training_14439189.jpg,happy
data/train\happy\Training_14449650.jpg,happy
data/train\happy\Training_14462499.jpg,happy
data/train\happy\Training_14473330.jpg,happy
data/train\happy\Training_14476079.jpg,happy
data/train\happy\Training_14489599.jpg,happy
data/train\happy\Training_14498105.jpg,happy
data/train\happy\Training_14508161.jpg,happy
data/train\happy\Training_14535068.jpg,happy
data/train\happy\Training_14538399.jpg,happy
data/train\happy\Training_14543054.jpg,happy
data/train\happy\Training_14547056.jpg,happy
data/train\happy\Training_1460262.jpg,happy
data/train\happy\Training_14631465.jpg,happy
data/train\happy\Training_14632348.jpg,happy
data/train\happy\Training_14637271.jpg,happy
data/train\happy\Training_14646317.jpg,happy
data/train\happy\Training_14652937.jpg,happy
data/train\happy\Training_14713978.jpg,happy
data/train\happy\Training_14719613.jpg,happy
data/train\happy\Training_14744196.jpg,happy
data/train\happy\Training_14748547.jpg,happy
data/train\happy\Training_14774224.jpg,happy
data/train\happy\Training_14786233.jpg,happy
data/train\happy\Training_14803938.jpg,happy
data/train\happy\Training_14805151.jpg,happy
data/train\happy\Training_14829359.jpg,happy
data/train\happy\Training_14850617.jpg,happy
data/train\happy\Training_14866954.jpg,happy
data/train\happy\Training_14879280.jpg,happy
data/train\happy\Training_14886376.jpg,happy
data/train\happy\Training_14908657.jpg,happy
data/train\happy\Training_14926604.jpg,happy
data/train\happy\Training_14937496.jpg,happy
data/train\happy\Training_14946849.jpg,happy
data/train\happy\Training_14952542.jpg,happy
data/train\happy\Training_14955651.jpg,happy
data/train\happy\Training_14957789.jpg,happy
data/train\happy\Training_14962984.jpg,happy
data/train\happy\Training_14963296.jpg,happy
data/train\happy\Training_14987676.jpg,happy
data/train\happy\Training_14992373.jpg,happy
data/train\happy\Training_15005724.jpg,happy
data/train\happy\Training_1505570.jpg,happy
data/train\happy\Training_15070278.jpg,happy
data/train\happy\Training_15111556.jpg,happy
data/train\happy\Training_15120201.jpg,happy
data/train\happy\Training_15151766.jpg,happy
data/train\happy\Training_15163658.jpg,happy
data/train\happy\Training_15192022.jpg,happy
data/train\happy\Training_15200193.jpg,happy
data/train\happy\Training_15206510.jpg,happy
data/train\happy\Training_15209179.jpg,happy
data/train\happy\Training_15267595.jpg,happy
data/train\happy\Training_15268276.jpg,happy
data/train\happy\Training_15270019.jpg,happy
data/train\happy\Training_1527457.jpg,happy
data/train\happy\Training_1529248.jpg,happy
data/train\happy\Training_15292703.jpg,happy
data/train\happy\Training_15302677.jpg,happy
data/train\happy\Training_15328387.jpg,happy
data/train\happy\Training_15328735.jpg,happy
data/train\happy\Training_15342512.jpg,happy
data/train\happy\Training_15365662.jpg,happy
data/train\happy\Training_15373701.jpg,happy
data/train\happy\Training_15376648.jpg,happy
data/train\happy\Training_15431320.jpg,happy
data/train\happy\Training_1543443.jpg,happy
data/train\happy\Training_15445088.jpg,happy
data/train\happy\Training_15469447.jpg,happy
data/train\happy\Training_15471955.jpg,happy
data/train\happy\Training_1548283.jpg,happy
data/train\happy\Training_15492038.jpg,happy
data/train\happy\Training_15517472.jpg,happy
data/train\happy\Training_15524281.jpg,happy
data/train\happy\Training_15525266.jpg,happy
data/train\happy\Training_15527024.jpg,happy
data/train\happy\Training_15537434.jpg,happy
data/train\happy\Training_15538424.jpg,happy
data/train\happy\Training_15550634.jpg,happy
data/train\happy\Training_15570450.jpg,happy
data/train\happy\Training_15585009.jpg,happy
data/train\happy\Training_15588627.jpg,happy
data/train\happy\Training_1558990.jpg,happy
data/train\happy\Training_15602053.jpg,happy
data/train\happy\Training_15607848.jpg,happy
data/train\happy\Training_15612574.jpg,happy
data/train\happy\Training_15617723.jpg,happy
data/train\happy\Training_15628840.jpg,happy
data/train\happy\Training_15630103.jpg,happy
data/train\happy\Training_1564486.jpg,happy
data/train\happy\Training_15663434.jpg,happy
data/train\happy\Training_15669145.jpg,happy
data/train\happy\Training_15739609.jpg,happy
data/train\happy\Training_1577302.jpg,happy
data/train\happy\Training_15773210.jpg,happy
data/train\happy\Training_15781430.jpg,happy
data/train\happy\Training_15784986.jpg,happy
data/train\happy\Training_15793379.jpg,happy
data/train\happy\Training_15793455.jpg,happy
data/train\happy\Training_15797671.jpg,happy
data/train\happy\Training_15805577.jpg,happy
data/train\happy\Training_15807987.jpg,happy
data/train\happy\Training_15809476.jpg,happy
data/train\happy\Training_15813125.jpg,happy
data/train\happy\Training_15821022.jpg,happy
data/train\happy\Training_15838804.jpg,happy
data/train\happy\Training_15844323.jpg,happy
data/train\happy\Training_15858758.jpg,happy
data/train\happy\Training_15867599.jpg,happy
data/train\happy\Training_15868287.jpg,happy
data/train\happy\Training_158782.jpg,happy
data/train\happy\Training_15878535.jpg,happy
data/train\happy\Training_15904276.jpg,happy
data/train\happy\Training_15914296.jpg,happy
data/train\happy\Training_15918415.jpg,happy
data/train\happy\Training_15952123.jpg,happy
data/train\happy\Training_15968425.jpg,happy
data/train\happy\Training_1596849.jpg,happy
data/train\happy\Training_15984272.jpg,happy
data/train\happy\Training_15998837.jpg,happy
data/train\happy\Training_15998976.jpg,happy
data/train\happy\Training_16000295.jpg,happy
data/train\happy\Training_1600279.jpg,happy
data/train\happy\Training_16012840.jpg,happy
data/train\happy\Training_16020643.jpg,happy
data/train\happy\Training_16024284.jpg,happy
data/train\happy\Training_16027824.jpg,happy
data/train\happy\Training_1603171.jpg,happy
data/train\happy\Training_16044134.jpg,happy
data/train\happy\Training_16048380.jpg,happy
data/train\happy\Training_16065069.jpg,happy
data/train\happy\Training_16074689.jpg,happy
data/train\happy\Training_16087477.jpg,happy
data/train\happy\Training_16087958.jpg,happy
data/train\happy\Training_160942.jpg,happy
data/train\happy\Training_16108569.jpg,happy
data/train\happy\Training_16109497.jpg,happy
data/train\happy\Training_16135058.jpg,happy
data/train\happy\Training_16149285.jpg,happy
data/train\happy\Training_16153564.jpg,happy
data/train\happy\Training_16161406.jpg,happy
data/train\happy\Training_16162052.jpg,happy
data/train\happy\Training_16179069.jpg,happy
data/train\happy\Training_16223589.jpg,happy
data/train\happy\Training_16224356.jpg,happy
data/train\happy\Training_16255390.jpg,happy
data/train\happy\Training_16270214.jpg,happy
data/train\happy\Training_16294302.jpg,happy
data/train\happy\Training_16301071.jpg,happy
data/train\happy\Training_16303536.jpg,happy
data/train\happy\Training_16318439.jpg,happy
data/train\happy\Training_16325840.jpg,happy
data/train\happy\Training_16332666.jpg,happy
data/train\happy\Training_1633314.jpg,happy
data/train\happy\Training_16338930.jpg,happy
data/train\happy\Training_16343798.jpg,happy
data/train\happy\Training_16352947.jpg,happy
data/train\happy\Training_16358404.jpg,happy
data/train\happy\Training_16370302.jpg,happy
data/train\happy\Training_16372228.jpg,happy
data/train\happy\Training_16413353.jpg,happy
data/train\happy\Training_16424147.jpg,happy
data/train\happy\Training_16439120.jpg,happy
data/train\happy\Training_16449507.jpg,happy
data/train\happy\Training_16451303.jpg,happy
data/train\happy\Training_1646924.jpg,happy
data/train\happy\Training_16474445.jpg,happy
data/train\happy\Training_16481574.jpg,happy
data/train\happy\Training_164916.jpg,happy
data/train\happy\Training_16492162.jpg,happy
data/train\happy\Training_16496426.jpg,happy
data/train\happy\Training_16506360.jpg,happy
data/train\happy\Training_16513509.jpg,happy
data/train\happy\Training_16525701.jpg,happy
data/train\happy\Training_16533970.jpg,happy
data/train\happy\Training_1653514.jpg,happy
data/train\happy\Training_16543958.jpg,happy
data/train\happy\Training_16560044.jpg,happy
data/train\happy\Training_16560559.jpg,happy
data/train\happy\Training_16565357.jpg,happy
data/train\happy\Training_1657764.jpg,happy
data/train\happy\Training_16579675.jpg,happy
data/train\happy\Training_1658507.jpg,happy
data/train\happy\Training_16600327.jpg,happy
data/train\happy\Training_16674696.jpg,happy
data/train\happy\Training_16693459.jpg,happy
data/train\happy\Training_16695027.jpg,happy
data/train\happy\Training_16700191.jpg,happy
data/train\happy\Training_16728289.jpg,happy
data/train\happy\Training_1674498.jpg,happy
data/train\happy\Training_16762707.jpg,happy
data/train\happy\Training_16763782.jpg,happy
data/train\happy\Training_16768661.jpg,happy
data/train\happy\Training_16821066.jpg,happy
data/train\happy\Training_16833012.jpg,happy
data/train\happy\Training_16861419.jpg,happy
data/train\happy\Training_16866158.jpg,happy
data/train\happy\Training_16870865.jpg,happy
data/train\happy\Training_16874312.jpg,happy
data/train\happy\Training_16886659.jpg,happy
data/train\happy\Training_16891791.jpg,happy
data/train\happy\Training_1689717.jpg,happy
data/train\happy\Training_16906749.jpg,happy
data/train\happy\Training_16906853.jpg,happy
data/train\happy\Training_16914534.jpg,happy
data/train\happy\Training_16930728.jpg,happy
data/train\happy\Training_16942488.jpg,happy
data/train\happy\Training_16950953.jpg,happy
data/train\happy\Training_169588.jpg,happy
data/train\happy\Training_16967099.jpg,happy
data/train\happy\Training_16974929.jpg,happy
data/train\happy\Training_16980868.jpg,happy
data/train\happy\Training_16989517.jpg,happy
data/train\happy\Training_17059681.jpg,happy
data/train\happy\Training_17080169.jpg,happy
data/train\happy\Training_17086214.jpg,happy
data/train\happy\Training_17111168.jpg,happy
data/train\happy\Training_17113228.jpg,happy
data/train\happy\Training_17133680.jpg,happy
data/train\happy\Training_17139550.jpg,happy
data/train\happy\Training_17205701.jpg,happy
data/train\happy\Training_17209349.jpg,happy
data/train\happy\Training_1722084.jpg,happy
data/train\happy\Training_17222055.jpg,happy
data/train\happy\Training_17226630.jpg,happy
data/train\happy\Training_17244705.jpg,happy
data/train\happy\Training_17250464.jpg,happy
data/train\happy\Training_17252463.jpg,happy
data/train\happy\Training_1726444.jpg,happy
data/train\happy\Training_17268365.jpg,happy
data/train\happy\Training_17295144.jpg,happy
data/train\happy\Training_1730353.jpg,happy
data/train\happy\Training_17310388.jpg,happy
data/train\happy\Training_17316968.jpg,happy
data/train\happy\Training_17328524.jpg,happy
data/train\happy\Training_17333612.jpg,happy
data/train\happy\Training_17338076.jpg,happy
data/train\happy\Training_17354575.jpg,happy
data/train\happy\Training_17356930.jpg,happy
data/train\happy\Training_1736801.jpg,happy
data/train\happy\Training_17370071.jpg,happy
data/train\happy\Training_17389267.jpg,happy
data/train\happy\Training_17411600.jpg,happy
data/train\happy\Training_17420344.jpg,happy
data/train\happy\Training_1742253.jpg,happy
data/train\happy\Training_17425729.jpg,happy
data/train\happy\Training_17453258.jpg,happy
data/train\happy\Training_17464533.jpg,happy
data/train\happy\Training_17469425.jpg,happy
data/train\happy\Training_17480490.jpg,happy
data/train\happy\Training_17489568.jpg,happy
data/train\happy\Training_17532890.jpg,happy
data/train\happy\Training_17552967.jpg,happy
data/train\happy\Training_17556659.jpg,happy
data/train\happy\Training_17571873.jpg,happy
data/train\happy\Training_17577739.jpg,happy
data/train\happy\Training_17584267.jpg,happy
data/train\happy\Training_17623480.jpg,happy
data/train\happy\Training_17640430.jpg,happy
data/train\happy\Training_17665495.jpg,happy
data/train\happy\Training_17670994.jpg,happy
data/train\happy\Training_17675277.jpg,happy
data/train\happy\Training_17690151.jpg,happy
data/train\happy\Training_17694602.jpg,happy
data/train\happy\Training_17717350.jpg,happy
data/train\happy\Training_17730031.jpg,happy
data/train\happy\Training_17732454.jpg,happy
data/train\happy\Training_177442.jpg,happy
data/train\happy\Training_17764215.jpg,happy
data/train\happy\Training_17768369.jpg,happy
data/train\happy\Training_17771172.jpg,happy
data/train\happy\Training_17772896.jpg,happy
data/train\happy\Training_17775194.jpg,happy
data/train\happy\Training_17781367.jpg,happy
data/train\happy\Training_17788728.jpg,happy
data/train\happy\Training_17794787.jpg,happy
data/train\happy\Training_17795923.jpg,happy
data/train\happy\Training_17812101.jpg,happy
data/train\happy\Training_17830823.jpg,happy
data/train\happy\Training_17849962.jpg,happy
data/train\happy\Training_17877975.jpg,happy
data/train\happy\Training_17881962.jpg,happy
data/train\happy\Training_17897060.jpg,happy
data/train\happy\Training_17897227.jpg,happy
data/train\happy\Training_17900783.jpg,happy
data/train\happy\Training_17932142.jpg,happy
data/train\happy\Training_17952471.jpg,happy
data/train\happy\Training_17956960.jpg,happy
data/train\happy\Training_17964509.jpg,happy
data/train\happy\Training_17986331.jpg,happy
data/train\happy\Training_1800904.jpg,happy
data/train\happy\Training_18010800.jpg,happy
data/train\happy\Training_1801260.jpg,happy
data/train\happy\Training_18012717.jpg,happy
data/train\happy\Training_18018221.jpg,happy
data/train\happy\Training_18018852.jpg,happy
data/train\happy\Training_18019105.jpg,happy
data/train\happy\Training_18019776.jpg,happy
data/train\happy\Training_18026824.jpg,happy
data/train\happy\Training_18033933.jpg,happy
data/train\happy\Training_18035111.jpg,happy
data/train\happy\Training_18039046.jpg,happy
data/train\happy\Training_18044640.jpg,happy
data/train\happy\Training_18057551.jpg,happy
data/train\happy\Training_18057665.jpg,happy
data/train\happy\Training_18059888.jpg,happy
data/train\happy\Training_18103763.jpg,happy
data/train\happy\Training_18115277.jpg,happy
data/train\happy\Training_18116002.jpg,happy
data/train\happy\Training_18134881.jpg,happy
data/train\happy\Training_18151475.jpg,happy
data/train\happy\Training_18183676.jpg,happy
data/train\happy\Training_18188952.jpg,happy
data/train\happy\Training_18189214.jpg,happy
data/train\happy\Training_18194604.jpg,happy
data/train\happy\Training_18229342.jpg,happy
data/train\happy\Training_18247833.jpg,happy
data/train\happy\Training_18250402.jpg,happy
data/train\happy\Training_18252673.jpg,happy
data/train\happy\Training_18262075.jpg,happy
data/train\happy\Training_18270713.jpg,happy
data/train\happy\Training_18285567.jpg,happy
data/train\happy\Training_18286118.jpg,happy
data/train\happy\Training_18347225.jpg,happy
data/train\happy\Training_1834898.jpg,happy
data/train\happy\Training_18352613.jpg,happy
data/train\happy\Training_18373374.jpg,happy
data/train\happy\Training_18383577.jpg,happy
data/train\happy\Training_18384802.jpg,happy
data/train\happy\Training_18387119.jpg,happy
data/train\happy\Training_18395033.jpg,happy
data/train\happy\Training_18419185.jpg,happy
data/train\happy\Training_18419630.jpg,happy
data/train\happy\Training_18430967.jpg,happy
data/train\happy\Training_18433027.jpg,happy
data/train\happy\Training_18446154.jpg,happy
data/train\happy\Training_184621.jpg,happy
data/train\happy\Training_18470186.jpg,happy
data/train\happy\Training_18471454.jpg,happy
data/train\happy\Training_18480552.jpg,happy
data/train\happy\Training_18483430.jpg,happy
data/train\happy\Training_18487865.jpg,happy
data/train\happy\Training_18495628.jpg,happy
data/train\happy\Training_18516644.jpg,happy
data/train\happy\Training_18520262.jpg,happy
data/train\happy\Training_18535227.jpg,happy
data/train\happy\Training_18572072.jpg,happy
data/train\happy\Training_185749.jpg,happy
data/train\happy\Training_18578422.jpg,happy
data/train\happy\Training_18578886.jpg,happy
data/train\happy\Training_18588297.jpg,happy
data/train\happy\Training_18599568.jpg,happy
data/train\happy\Training_18618545.jpg,happy
data/train\happy\Training_18626346.jpg,happy
data/train\happy\Training_18640434.jpg,happy
data/train\happy\Training_1866804.jpg,happy
data/train\happy\Training_18672090.jpg,happy
data/train\happy\Training_18698995.jpg,happy
data/train\happy\Training_18700998.jpg,happy
data/train\happy\Training_1870895.jpg,happy
data/train\happy\Training_18725515.jpg,happy
data/train\happy\Training_18746307.jpg,happy
data/train\happy\Training_18778283.jpg,happy
data/train\happy\Training_18785149.jpg,happy
data/train\happy\Training_18787866.jpg,happy
data/train\happy\Training_1879586.jpg,happy
data/train\happy\Training_18822392.jpg,happy
data/train\happy\Training_18861626.jpg,happy
data/train\happy\Training_18866880.jpg,happy
data/train\happy\Training_18878169.jpg,happy
data/train\happy\Training_18880201.jpg,happy
data/train\happy\Training_18882878.jpg,happy
data/train\happy\Training_1889764.jpg,happy
data/train\happy\Training_18912116.jpg,happy
data/train\happy\Training_18916428.jpg,happy
data/train\happy\Training_18925796.jpg,happy
data/train\happy\Training_18926836.jpg,happy
data/train\happy\Training_18932929.jpg,happy
data/train\happy\Training_18933817.jpg,happy
data/train\happy\Training_18935555.jpg,happy
data/train\happy\Training_18936489.jpg,happy
data/train\happy\Training_18940159.jpg,happy
data/train\happy\Training_18947080.jpg,happy
data/train\happy\Training_18957136.jpg,happy
data/train\happy\Training_18957511.jpg,happy
data/train\happy\Training_18980574.jpg,happy
data/train\happy\Training_18983455.jpg,happy
data/train\happy\Training_18987803.jpg,happy
data/train\happy\Training_1900051.jpg,happy
data/train\happy\Training_19009070.jpg,happy
data/train\happy\Training_1902224.jpg,happy
data/train\happy\Training_1903097.jpg,happy
data/train\happy\Training_19070400.jpg,happy
data/train\happy\Training_19070630.jpg,happy
data/train\happy\Training_19078001.jpg,happy
data/train\happy\Training_19115706.jpg,happy
data/train\happy\Training_19125319.jpg,happy
data/train\happy\Training_19128080.jpg,happy
data/train\happy\Training_19148790.jpg,happy
data/train\happy\Training_19150082.jpg,happy
data/train\happy\Training_19182154.jpg,happy
data/train\happy\Training_1918710.jpg,happy
data/train\happy\Training_19187544.jpg,happy
data/train\happy\Training_1919558.jpg,happy
data/train\happy\Training_19199639.jpg,happy
data/train\happy\Training_19251243.jpg,happy
data/train\happy\Training_19257863.jpg,happy
data/train\happy\Training_19262199.jpg,happy
data/train\happy\Training_19286232.jpg,happy
data/train\happy\Training_19292721.jpg,happy
data/train\happy\Training_19295745.jpg,happy
data/train\happy\Training_19302262.jpg,happy
data/train\happy\Training_19307133.jpg,happy
data/train\happy\Training_19315388.jpg,happy
data/train\happy\Training_19321275.jpg,happy
data/train\happy\Training_19332242.jpg,happy
data/train\happy\Training_19336083.jpg,happy
data/train\happy\Training_19344331.jpg,happy
data/train\happy\Training_19374494.jpg,happy
data/train\happy\Training_1938153.jpg,happy
data/train\happy\Training_19387154.jpg,happy
data/train\happy\Training_19430965.jpg,happy
data/train\happy\Training_19441677.jpg,happy
data/train\happy\Training_19453181.jpg,happy
data/train\happy\Training_19463462.jpg,happy
data/train\happy\Training_19465550.jpg,happy
data/train\happy\Training_19469460.jpg,happy
data/train\happy\Training_19469774.jpg,happy
data/train\happy\Training_19483175.jpg,happy
data/train\happy\Training_19487387.jpg,happy
data/train\happy\Training_19494928.jpg,happy
data/train\happy\Training_1954654.jpg,happy
data/train\happy\Training_19573049.jpg,happy
data/train\happy\Training_19589223.jpg,happy
data/train\happy\Training_195994.jpg,happy
data/train\happy\Training_19603143.jpg,happy
data/train\happy\Training_19613250.jpg,happy
data/train\happy\Training_19618769.jpg,happy
data/train\happy\Training_19623100.jpg,happy
data/train\happy\Training_19625060.jpg,happy
data/train\happy\Training_19635308.jpg,happy
data/train\happy\Training_19648015.jpg,happy
data/train\happy\Training_196501.jpg,happy
data/train\happy\Training_19650210.jpg,happy
data/train\happy\Training_19650363.jpg,happy
data/train\happy\Training_19663030.jpg,happy
data/train\happy\Training_1968260.jpg,happy
data/train\happy\Training_19694742.jpg,happy
data/train\happy\Training_19709030.jpg,happy
data/train\happy\Training_19727672.jpg,happy
